distId,distX,distY
0106162799,116.00043215107452,39.601536857297795
0106741325,116.00264948438803,39.599873170560215
0106190593,116.00517642247695,39.60251143006191
0106003828,116.00630755251147,39.59659548108274
0106162799,116.00043215107452,39.601536857297795
0106190593,116.00517642247695,39.60251143006191
0106741325,116.00264948438803,39.599873170560215
0106029871,116.00059322109884,39.6139211288464
0106622939,116.01180852870353,39.60661343161458
0106133660,115.99550320331326,39.61524013605882
0106003828,116.00630755251147,39.59659548108274
0106029871,116.00059322109884,39.6139211288464
0106006181,116.00191113641505,39.617461879330165
0106029871,116.00059322109884,39.6139211288464
0106133660,115.99550320331326,39.61524013605882
0106608625,116.00535149172505,39.622565382796004
0106606148,116.00456802654423,39.624252364872056
0106606148,116.00456802654423,39.624252364872056
0106608625,116.00535149172505,39.622565382796004
8630637300,116.00736669903758,39.62523704924195
0106006181,116.00191113641505,39.617461879330165
8650004459,116.00184254110678,39.63076246451493
8650005645,115.9977516836533,39.63085115765302
8650004459,116.00184254110678,39.63076246451493
8650005645,115.9977516836533,39.63085115765302
0106787118,115.99506782640378,39.63218140075259
0106007631,115.99133518182148,39.63018594153335
0106787118,115.99506782640378,39.63218140075259
8650004459,116.00184254110678,39.63076246451493
8650005645,115.9977516836533,39.63085115765302
0106007631,115.99133518182148,39.63018594153335
8630360366,115.98824354278024,39.642160295710255
0106141667,115.98963330776223,39.62782046879632
0106606148,116.00456802654423,39.624252364872056
8630637300,116.00736669903758,39.62523704924195
0106180456,115.99914790063808,39.6511333072102
0106180456,115.99914790063808,39.6511333072102
8610115020,115.99603339544035,39.659275450845236
0106512294,115.99599527823939,39.659363352684906
0106214924,116.00031705023942,39.676961351798006
0106565831,115.99661100409286,39.68904413977822
0100131517,115.99537992412097,39.68949953173675
0106213364,116.00030514981319,39.7023982361543
0106718454,116.00214038340509,39.70230376485217
0106222094,116.00269004501538,39.70058817861893
0226611588,116.00059543399986,39.70480745690949
0226611223,116.00472030755824,39.703280714011186
8630585933,116.00605248179066,39.70023430929233
0106721833,116.00984160709416,39.709797142169386
0106089507,115.99345021022637,39.695456697778425
0106159644,115.98984470093869,39.70681573141601
0100131517,115.99537992412097,39.68949953173675
0106565831,115.99661100409286,39.68904413977822
0226611588,116.00059543399986,39.70480745690949
0106213364,116.00030514981319,39.7023982361543
0106718454,116.00214038340509,39.70230376485217
0226611223,116.00472030755824,39.703280714011186
0106222094,116.00269004501538,39.70058817861893
0106721833,116.00984160709416,39.709797142169386
0106159644,115.98984470093869,39.70681573141601
0106090252,115.99833546776426,39.76709912934119
8630333926,115.99868425657986,39.78815113907419
8630333926,115.99868425657986,39.78815113907419
8630582099,115.9926252809609,39.791205322795115
0106593221,116.00891442081537,39.79012924908446
0106507152,115.996862541173,40.13635733561158
0106507152,115.996862541173,40.13635733561158
0106190593,116.00517642247695,39.60251143006191
0106003828,116.00630755251147,39.59659548108274
0106741325,116.00264948438803,39.599873170560215
0106162799,116.00043215107452,39.601536857297795
0106640132,116.01514343313073,39.59543087358504
0106622939,116.01180852870353,39.60661343161458
0106622939,116.01180852870353,39.60661343161458
0106190593,116.00517642247695,39.60251143006191
8630637300,116.00736669903758,39.62523704924195
0106608625,116.00535149172505,39.622565382796004
0106606148,116.00456802654423,39.624252364872056
0106006181,116.00191113641505,39.617461879330165
8650004459,116.00184254110678,39.63076246451493
0106029871,116.00059322109884,39.6139211288464
0106501216,116.01308381485134,39.6709089494932
0106185787,116.00689644911829,39.67667021153508
8630791287,116.00895778316304,39.68713813202707
8630791287,116.00895778316304,39.68713813202707
8630585933,116.00605248179066,39.70023430929233
0226611223,116.00472030755824,39.703280714011186
0106222094,116.00269004501538,39.70058817861893
